url,title_version,model_year,mileage_cleaned,engine_cleaned,transmission,fuel,price_cleaned,description,inspection_score
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10826181,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,31931,1800.0,Automatic,Petrol,5900000.0,Navigation By Honda Seat Covers PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2020 Registered 2020 Documents available 2 keys available,8.8
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10870943,Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,91105,1800.0,Automatic,Petrol,4400000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax will be Paid Manufacture 2016 Registered 2016 1 keys available,7.5
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-rawalpindi-10905497,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,132395,1800.0,Automatic,Petrol,5250000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 2 key available,9.0
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-rawalpindi-10898284,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,144479,1800.0,Automatic,Petrol,5275000.0,PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2018 Registered 2018 2 keys available,8.1
https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-islamabad-10802286,Honda Civic VTi Prosmatec 1.8 i-VTEC 2006,2006,161158,1800.0,Automatic,Petrol,2050000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2006 - Registered 2006 - 1 key available,4.7
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-10700986,Honda Civic 1.8 i-VTEC CVT 2019,2019,202297,1800.0,Automatic,Petrol,4800000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax will be Paid Manufacture 2019 Registered 2019 2 keys available Alloy rims Fog lamps,8.5
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10874492,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,128949,1800.0,Automatic,Petrol,4190000.0,-seat cover installed -front grill updated - PakWheels inspected car - Inspection report attached - Number plates available - 3rd Owner - Token Tax Paid - Manufacture 2017 - Registered 2017 -Documents available - 2 keys available,6.4
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10811487,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,89896,1800.0,Automatic,Petrol,5900000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2020 Registered 2021 2 keys available,8.4
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10692681,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,111354,1800.0,Automatic,Petrol,5400000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10746608,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,42629,1800.0,Automatic,Petrol,6550000.0,PakWheels inspected car Inspection report attached Number plates not Issued 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available,8.9
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-karachi-10896291,Honda Civic Oriel 2024,2024,24554,1500.0,Automatic,Petrol,8500000.0,Seat Covers Floor Matts PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2024 Registered 2024 Documents available 2 keys available,9.7
https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-10903619,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2012,116309,1800.0,Automatic,Petrol,2780000.0,-hid installed - PakWheels inspected car - Inspection report attached - Number plates available - 4th Owner - Token Tax Paid - Manufacture 2012 - Registered 2012 -Documents not check by pakwheels.com - 1 key available,6.2
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10794118,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,59375,1800.0,Automatic,Petrol,4850000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 2 keys available,8.2
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-rawalpindi-10447460,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,55996,1800.0,Automatic,Petrol,5650000.0,- UG package - Head Lights - Matting installed - LED lights - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2018 - Registered 2018 - 2 keys available,9.5
https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-islamabad-10747698,Honda Civic RS 2023,2023,34314,1500.0,Automatic,Petrol,8800000.0,PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2023 Registered 2023 Documents available 2 keys available,9.4
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10896494,Honda Civic Turbo 1.5 VTEC CVT 2017,2017,61379,1500.0,Automatic,Petrol,4850000.0,-floor mates installed -ceramic coating installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2017 - Registered 2017 -Documents not check by pakwheels.com - 1 key available,9.1
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-10831252,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,69363,1800.0,Automatic,Petrol,6150000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available,8.8
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10886185,Honda Civic 1.8 i-VTEC CVT 2017,2017,89487,1800.0,Automatic,Petrol,4250000.0,Documents available NOC will be provide at the time of deal PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2017 Registered 2017 1 key available,8.2
https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-karachi-10865454,Honda Civic MX (Hybrid) 2006,2006,90369,1300.0,Automatic,Hybrid,2700000.0,-auction clear vehicle -seat cover installed -floor mates installed -android panel installed -body kit installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2006 - Registered 2024 -Documents not check by pakwheels.com - 2 keys available,5.7
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10864945,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,144408,1800.0,Automatic,Petrol,4650000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2017 Registered 2018 2 keys available,7.7
https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-karachi-10755983,Honda Civic EXi Prosmatec 2004,2004,194873,1500.0,Automatic,Petrol,1600000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2004 Registered 2004 2 keys available,4.6
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-10898569,Honda Civic EXi 2005,2005,218866,1500.0,Manual,Petrol,1685000.0000000002,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 4th Owner Token Tax Paid Manufacture 2005 Registered 2006 1 key available Sound system installed Android panel Rear camera LED lights installed,3.8
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-multan-10701808,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,40545,1800.0,Automatic,Petrol,5400000.0,- Retractable Mirrors - Speakers - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2019 - Registered 2019 - 2 keys available,8.5
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-10647342,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,70615,1800.0,Automatic,Petrol,5700000.0,- Dashboard Meter is 2021 installed - Alloy Rims model 2021 installed - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2018 - Registered 2018 - 2 keys available,9.2
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10865270,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,138901,1800.0,Automatic,Petrol,4750000.0,- Fog Lights - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 7th Owner - Manufacture 2017 - Registered 2017 - 1 key available,6.6
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-rawalpindi-10830460,Honda Civic VTi 1.8 i-VTEC 2010,2010,211674,1800.0,Manual,Petrol,2400000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2010 Registered 2010 2 keys available Android panel,4.4
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-10861500,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,61580,1800.0,Automatic,Petrol,5000000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax not Paid Manufacture 2019 Registered 2019 2 keys available,7.9
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10807373,Honda Civic 1.5 RS Turbo 2020,2020,9851,1500.0,Automatic,Petrol,6500000.0,No Calls only Message or Whatsapp. First Owner All Taxes Paid Low Mileage Inside Out Fully Original As Good As Brand New Car Driven on High-Octane Only Kept with Extra Care Only Serious Buyers Contact Will Be Sold To Nearest Offer. Transfer Mandatory. 100% original .,9.8
https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-peshawar-10855761,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2007,2007,93031,1800.0,Automatic,Petrol,2600000.0,- PakWheels inspected car - Inspection report attached - Number plates not issued - 4th Owner - Token Tax Paid - Manufacture 2007 - Registered 2007 -Documents not check by pakwheels.com - 2 keys available,8.8
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-karachi-10766970,Honda Civic MX (Hybrid) 2010,2010,159509,1300.0,Automatic,Hybrid,2799000.0,Seat Covers Floor Matts Android Panel PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2010 Registered 2015 Documents available Current Owner card will be Provided soon 1 key available,6.6
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10747809,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,39155,1800.0,Automatic,Petrol,6850000.0,PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 Documents available 2 keys available Navigation system installed by Honda,9.0
https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-10820758,Honda Civic VTi Oriel 1.8 i-VTEC 2012,2012,83080,1800.0,Automatic,Petrol,2650000.0,Sound System Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 4th Owner Token Tax Paid Manufacture 2012 Registered 2012 1 key available,7.0
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-rawalpindi-10855838,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,55956,1800.0,Automatic,Petrol,6000000.0,- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2020 - Registered 2020 - 2 keys available,9.2
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-peshawar-10544828,Honda Civic Hatchback 1.0 Automatic 2018,2018,75698,998.0,Automatic,Petrol,4700000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2021 - 1 key available,7.1
https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-10879499,Honda Civic EXi 2002,2002,125876,1500.0,Manual,Petrol,1200000.0,-seat cover installed -alloy wheels installed - PakWheels inspected car - Inspection report attached - Number plates available - 3rd Owner - Token Tax Paid - Manufacture 2002 - Registered 2002 -Documents not check by pakwheels.com - 2 keys available,4.6
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-10895441,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,92780,1800.0,Automatic,Petrol,5400000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2019 Registered 2019 2 keys available,8.2
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10737117,Honda Civic Oriel Prosmatec UG 2016,2016,90509,1800.0,Automatic,Petrol,3900000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2016 - Registered 2016 - 2 keys available,7.1
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-10879259,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,2015,129756,1800.0,Automatic,Petrol,4000000.0,PakWheels inspected car Inspection report attached Number plates available 6th Owner Token Tax Paid Manufacture 2015 Registered 2015 Documents available 2 keys available,7.3
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10643659,Honda Civic 1.8 i-VTEC CVT 2021,2021,92273,1800.0,Automatic,Petrol,5750000.0,-Alloy wheels installed - PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2021 - Registered 2021 -Documents available - 2 keys available - Basic variant without Sunroof,7.8
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10798258,Honda Civic 1.8 i-VTEC CVT 2017,2017,89605,1800.0,Automatic,Petrol,4500000.0,Seat Covers Floor Matts Trunk Matt Fog Lights PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax not Paid Manufacture 2017 Registered 2017 Documents available 2 keys available,7.7
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-10864776,Honda Civic RS 2024,2024,36730,1500.0,Automatic,Petrol,9000000.0,- PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2024 - Registered 2024 -Documents not check by pakwheels.com - 2 keys available,9.6
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-rawalpindi-10807979,Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,96828,1800.0,Automatic,Petrol,5100000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 2 keys available,9.0
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-gujranwala-10880172,Honda Civic VTi Prosmatec 1.6 2005,2005,180058,1600.0,Automatic,Petrol,1800000.0,- Android Panel - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates not available - Token tax Cleared - 4th Owner - Manufacture 2005 - Registered 2005 - 1 key available,6.3
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10903020,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,157041,1800.0,Automatic,Petrol,4900000.0,- PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2017 - Registered 2017 -Documents not check by pakwheels.com - 2 keys available,7.1
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-10869284,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,79781,1800.0,Automatic,Petrol,5900000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2019 - Registered 2019 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10750617,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,115731,1800.0,Automatic,Petrol,5000000.0,Floor Matting Fog Lamps PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 Documents available 2 keys available,7.3
https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-islamabad-10901719,Honda Civic RS 2023,2023,26744,1500.0,Automatic,Petrol,9000000.0,Authorized dealership maintained. Inside out fully original. Complete original file is availble . Complete service history available. Totally driven on petrol. In showroom condition. New tires installed recently . Original Book is available. Engine is good condition . Token tax is up to date.,9.7
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10892724,Honda Civic 1.8 i-VTEC CVT 2017,2017,91023,1800.0,Automatic,Petrol,4000000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2017 Registered 2017 1 key available The company NOC will be issued at the time of deal of buyer names,8.1
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-gujranwala-10823527,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,151171,1800.0,Automatic,Petrol,5225000.0,PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2018 Registered 2018 Documents available 2 keys available,7.3
https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-islamabad-10877851,Honda Civic Oriel 2022,2022,107834,1500.0,Automatic,Petrol,7200000.0,"Car is 100% Genuine, report attached to show everything in detail. Excellent condition mechanically and suspension as well Driven in Islamabad Complete File available Smartcard and biometric instantly available. No maintenance required Token Tax already paid Price is final.",8.8
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-10892178,Honda Civic Oriel 1.8 i-VTEC CVT 2019,2019,150066,1800.0,Automatic,Petrol,5400000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates not available 2nd Owner Token Tax Paid Manufacture 2019 Registered 2019 2 key available,8.2
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-gujranwala-10875266,Honda Civic VTi Oriel 1.8 i-VTEC 2010,2010,197579,1800.0,Manual,Petrol,2550000.0,shower for fresh look Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2010 Registered 2010 2 keys available,4.7
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-rawalpindi-10848276,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,142477,1800.0,Automatic,Petrol,5550000.0,As good as a brand new car. New tyre with Alloy Rims. Leather seats with leather cover. Red meter. Original return file and computerised card is available. Never got into accident. All token taxes are paid to date. Had been in use of Army Officer. Fully maintained and engine in pristine condition.,9.2
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-lahore-10829072,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2010,131850,1800.0,Automatic,Petrol,2500000.0,In excellent running condition and exceptionally well-maintained. pakwhees inspected. Lightweight allow rims . Complete service history available.,6.5
https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-rawalpindi-10717847,Honda Civic EXi Automatic 2000,2000,178737,1500.0,Automatic,Petrol,1150000.0,Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax will be Paid Manufacture 2002 Registered 2002 1 key available,4.6
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10836053,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,51498,1800.0,Automatic,Petrol,5500000.0,- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.3
